personid,demo_sex,state,turnout_score,support_score,ev_score,vbm_score,gotv_score,voted_2018,demo_ethnicity
684,Female,TX,0.7744,0.8491,0.0137,0.5531,0.0349,true,Dominican (Dominican Republic)
685,Male,IL,0.9662,0.6093,0.7781,0.7885,0.8635,false,Cree
686,Male,FL,0.864,0.3853,0.4678,0.689,0.1552,false,Salvadoran
687,Male,FL,0.3677,0.2501,0.0565,0.7061,0.5012,true,Japanese
688,Male,CA,0.1432,0.3864,0.4723,0.2773,0.7991,false,Puerto Rican
689,Female,NM,0.2096,0.1062,0.3456,0.4529,0.2933,false,Tohono O'Odham
690,Female,NY,0.1084,0.8181,0.9622,0.8464,0.0321,true,Polynesian
691,Male,NV,0.0276,0.2137,0.1838,0.2685,0.8148,false,Yuman
692,Male,NV,0.6918,0.2273,0.9194,0.6908,0.7116,false,Puget Sound Salish
693,Female,FL,0.2115,0.1329,0.9555,0.2162,0.4207,true,Sioux
694,Female,AL,0.5869,0.0913,0.1112,0.3439,0.9769,false,Peruvian
695,Female,MI,0.1967,0.3989,0.6176,0.5643,0.7994,true,Asian Indian
696,Female,WA,0.9237,0.7385,0.9989,0.312,0.3513,false,Crow
697,Male,MO,0.28,0.7468,0.9296,0.5603,0.4485,true,Filipino
698,Male,HI,0.1542,0.1102,0.3917,0.3025,0.7503,false,Ottawa
699,Male,WA,0.681,0.5826,0.1762,0.9575,0.2559,true,Colville
700,Female,WV,0.2644,0.6282,0.7046,0.7447,0.9843,true,Kiowa
701,Male,CA,0.2348,0.7841,0.8242,0.2318,0.3163,true,Indonesian
702,Female,CO,0.2481,0.8303,0.6318,0.3432,0.2816,false,Puerto Rican
703,Female,VA,0.2506,0.2461,0.9844,0.9903,0.8347,true,Black or African American
704,Male,CO,0.357,0.3989,0.5032,0.2188,0.1986,false,Cuban
705,Female,TX,0.9858,0.6981,0.3211,0.1471,0.8084,true,Ottawa
706,Male,DC,0.6754,0.097,0.289,0.9774,0.3293,false,Ottawa
707,Male,MA,0.7972,0.0525,0.7123,0.4807,0.6129,false,Taiwanese
708,Male,ND,0.6953,0.8266,0.4832,0.3238,0.9512,true,Japanese
709,Male,IL,0.79,0.1713,0.8451,0.0524,0.4279,false,Yakama
710,Female,IL,0.0274,0.0174,0.315,0.8556,0.8483,true,Comanche
711,Female,CA,0.5903,0.1355,0.872,0.8079,0.5898,false,Costa Rican
712,Male,NE,0.1033,0.9003,0.656,0.1074,0.2273,true,Salvadoran
713,Male,CA,0.1896,0.3497,0.8532,0.0785,0.6319,true,Potawatomi
714,Female,CA,0.853,0.6308,0.2932,0.5345,0.6981,true,Alaska Native
715,Female,MN,0.5414,0.7604,0.9046,0.2698,0.5974,false,Tongan
716,Female,CT,0.9649,0.3159,0.8134,0.4212,0.1354,false,Guatemalan
717,Female,KY,0.6303,0.9289,0.3395,0.714,0.0845,false,Colville
718,Male,OK,0.8277,0.2041,0.7588,0.8296,0.4435,true,Pakistani
719,Male,OH,0.6996,0.0967,0.2556,0.3474,0.2083,false,Puget Sound Salish
720,Male,DC,0.8961,0.2251,0.3606,0.2287,0.2175,true,White
721,Male,FL,0.2462,0.9089,0.8494,0.8009,0.1512,true,Ute
722,Male,GA,0.2177,0.3298,0.6823,0.795,0.0649,false,Guatemalan
723,Female,OH,0.5529,0.9268,0.0997,0.5791,0.7993,true,Nicaraguan
724,Female,AZ,0.5051,0.1866,0.3509,0.7199,0.183,true,Filipino
725,Female,FL,0.7116,0.6538,0.2125,0.1737,0.0921,true,Bolivian
726,Female,CA,0.3885,0.7207,0.8447,0.6761,0.0495,true,Navajo
727,Female,TX,0.9752,0.0094,0.4646,0.2526,0.7611,true,Alaskan Athabascan
728,Female,GA,0.7026,0.4146,0.1925,0.0284,0.8832,true,Yaqui
729,Female,IN,0.569,0.4994,0.4405,0.3117,0.7873,false,Honduran
730,Female,VA,0.5609,0.8728,0.9432,0.7982,0.6128,true,Ecuadorian
731,Female,OR,0.8037,0.4571,0.6979,0.0865,0.0114,true,Hmong
732,Female,TX,0.2318,0.4598,0.4623,0.7803,0.4895,true,Puerto Rican
733,Male,OH,0.9809,0.6599,0.8451,0.8274,0.5834,true,Fijian
734,Male,CA,0.9073,0.4454,0.2203,0.5764,0.02,true,Creek
735,Male,NY,0.224,0.3303,0.1147,0.353,0.3017,false,Asian Indian
736,Female,IL,0.445,0.5365,0.7347,0.4466,0.2815,false,Yakama
737,Male,KY,0.037,0.0617,0.9954,0.0432,0.4286,true,Bangladeshi
738,Female,OH,0.664,0.6378,0.4366,0.0451,0.0295,true,Mexican
739,Female,WA,0.31,0.758,0.9496,0.7456,0.7253,false,Latin American Indian
740,Female,WA,0.9765,0.4382,0.6212,0.5471,0.1394,false,Creek
741,Male,TN,0.4376,0.5087,0.8243,0.3584,0.3111,false,Pima
742,Female,CA,0.209,0.3867,0.3548,0.9991,0.8252,true,Costa Rican
743,Male,FL,0.9266,0.052,0.7824,0.1516,0.1911,false,Thai
744,Male,NC,0.1528,0.4605,0.4117,0.3756,0.5947,true,Cherokee
745,Female,AZ,0.8496,0.5758,0.1578,0.9739,0.8083,false,Costa Rican
746,Male,TX,0.7644,0.2587,0.5516,0.7425,0.9544,false,Tlingit-Haida
747,Female,CA,0.9034,0.7691,0.1823,0.6351,0.0514,true,Honduran
748,Female,FL,0.4228,0.6903,0.1838,0.9955,0.5119,true,Yaqui
749,Female,MI,0.5745,0.2296,0.9692,0.6902,0.8009,true,Paiute
750,Female,NY,0.0017,0.2386,0.0042,0.0105,0.6951,true,Alaskan Athabascan
751,Male,TX,0.5652,0.2878,0.8186,0.3203,0.6938,true,Ecuadorian
752,Female,VA,0.7699,0.2545,0.8758,0.5444,0.2544,false,Comanche
753,Male,KY,0.1736,0.3495,0.8756,0.8553,0.7844,true,Nicaraguan
754,Female,CA,0.5611,0.3282,0.9218,0.4868,0.612,true,Cherokee
755,Male,OH,0.0938,0.6934,0.4604,0.0231,0.3074,true,Cree
756,Male,MN,0.8669,0.1259,0.3695,0.8383,0.754,false,Tlingit-Haida
757,Female,FL,0.3877,0.3628,0.8397,0.27,0.5675,true,Sioux
758,Female,WV,0.942,0.3824,0.2775,0.4735,0.7033,false,South American
759,Female,SC,0.1456,0.6543,0.6167,0.1021,0.7484,false,Pakistani
760,Female,MI,0.9325,0.3157,0.4148,0.3885,0.021,false,Cree
761,Male,CT,0.6322,0.2432,0.407,0.7033,0.4734,true,Fijian
762,Female,CA,0.3947,0.6578,0.8514,0.8141,0.7939,true,Pakistani
763,Female,OH,0.6116,0.8237,0.95,0.0149,0.2555,false,Laotian
764,Male,FL,0.6641,0.3061,0.6429,0.2701,0.2395,false,Dominican (Dominican Republic)
765,Male,CA,0.6913,0.8999,0.1847,0.5535,0.9884,true,Chilean
766,Female,TX,0.8294,0.2996,0.2675,0.1055,0.2211,false,Guatemalan
767,Female,MS,0.3669,0.7264,0.8554,0.939,0.0916,true,Navajo
768,Female,CA,0.5318,0.2737,0.9594,0.4157,0.9341,false,Tongan
769,Male,TX,0.156,0.8314,0.5118,0.8759,0.8997,false,Ecuadorian
770,Male,MS,0.8986,0.806,0.5217,0.5115,0.3555,true,Taiwanese
771,Female,NY,0.474,0.3763,0.292,0.0656,0.1547,true,Iroquois
772,Male,CT,0.7233,0.6072,0.4601,0.4177,0.7818,false,Pakistani
773,Male,FL,0.2998,0.7617,0.9637,0.9708,0.3198,false,Alaskan Athabascan
774,Male,NY,0.2116,0.6909,0.3175,0.3347,0.6314,true,Native Hawaiian and Other Pacific Islander (NHPI)
775,Female,CA,0.5854,0.7717,0.8975,0.8619,0.306,true,Shoshone
776,Female,OH,0.8484,0.0409,0.4787,0.0724,0.7547,false,Yakama
777,Female,MN,0.3816,0.9879,0.031,0.2823,0.2108,false,Blackfeet
778,Female,WI,0.3945,0.1706,0.2951,0.2411,0.4448,true,Vietnamese
779,Male,MA,0.6642,0.8049,0.8506,0.9525,0.1542,false,Cherokee
780,Female,VA,0.8962,0.9094,0.7148,0.317,0.4909,false,Tongan
781,Male,TX,0.8819,0.6913,0.0025,0.8279,0.0656,true,Latin American Indian
782,Female,IL,0.4147,0.3983,0.8827,0.2569,0.3318,false,Ecuadorian
783,Male,TX,0.2351,0.8235,0.7026,0.0626,0.9182,false,Cree
784,Male,TX,0.8059,0.9069,0.6557,0.7529,0.9386,true,Aleut
785,Female,TX,0.1164,0.5872,0.7195,0.4312,0.6647,true,Sri Lankan
786,Male,LA,0.6061,0.3406,0.4883,0.1007,0.5195,true,Asian Indian
787,Male,LA,0.8085,0.8401,0.9766,0.1646,0.3368,true,Asian Indian
788,Female,NY,0.1311,0.0754,0.8036,0.3209,0.2316,true,Native Hawaiian and Other Pacific Islander (NHPI)
789,Female,TX,0.0965,0.5171,0.3037,0.174,0.2943,false,Bangladeshi
790,Male,GA,0.3593,0.2457,0.8425,0.2409,0.2678,false,Colville
791,Male,MA,0.3196,0.4709,0.532,0.6006,0.777,true,Yuman
792,Female,MA,0.5835,0.4642,0.6153,0.7078,0.2972,true,American Indian
793,Female,WA,0.5178,0.4513,0.0624,0.7773,0.6072,false,Guatemalan
794,Female,OK,0.6874,0.8313,0.2424,0.1448,0.5768,true,Polynesian
795,Male,NV,0.243,0.5192,0.8479,0.8137,0.5479,false,Tohono O'Odham
796,Female,OH,0.8228,0.8807,0.5249,0.5737,0.9668,false,Paraguayan
797,Male,TX,0.4552,0.1639,0.3854,0.8996,0.9992,true,White
798,Male,NC,0.7259,0.4211,0.123,0.8326,0.4049,false,Creek
799,Male,IL,0.9645,0.4218,0.0801,0.8247,0.6638,false,Bangladeshi
800,Female,TN,0.1681,0.8612,0.2113,0.1496,0.3987,false,Fijian
801,Male,CO,0.0935,0.7531,0.0635,0.7223,0.0683,true,Seminole
802,Female,TX,0.9166,0.7699,0.0863,0.6987,0.3184,true,Taiwanese
803,Male,CA,0.0169,0.6939,0.013,0.6947,0.4742,true,Lumbee
804,Female,CA,0.404,0.6973,0.3398,0.1579,0.0533,false,Yaqui
805,Male,FL,0.0726,0.5841,0.282,0.9577,0.4025,true,Alaskan Athabascan
806,Female,IL,0.4094,0.5572,0.3557,0.3147,0.9057,true,Alaskan Athabascan
807,Female,OH,0.6961,0.9153,0.678,0.5201,0.6493,false,Puget Sound Salish
808,Male,MO,0.0308,0.8157,0.6628,0.6833,0.6547,false,Latin American Indian
809,Male,FL,0.2921,0.3181,0.4431,0.4968,0.5135,true,Asian Indian
810,Male,MD,0.1296,0.6371,0.0069,0.9708,0.7009,true,Fijian
811,Male,NY,0.7864,0.7366,0.3254,0.0663,0.6669,true,Malaysian
812,Female,CT,0.4395,0.8664,0.8995,0.1208,0.2837,true,Puget Sound Salish
813,Male,LA,0.4086,0.1654,0.4294,0.8901,0.0498,true,Delaware
814,Male,GA,0.9747,0.4441,0.8323,0.0784,0.685,true,Tongan
815,Male,MO,0.461,0.6532,0.4259,0.2078,0.6394,true,American Indian
816,Male,OK,0.527,0.7385,0.8559,0.5062,0.0033,false,Shoshone
817,Male,GA,0.6153,0.1861,0.3077,0.2355,0.2665,true,Tlingit-Haida
818,Female,AZ,0.0916,0.4628,0.6904,0.6754,0.6064,true,American Indian
819,Male,TX,0.3694,0.5833,0.6031,0.7234,0.2931,true,Hmong
820,Female,NY,0.6816,0.5826,0.6461,0.1691,0.4269,false,Paiute
821,Female,DC,0.2342,0.9329,0.5369,0.3375,0.5205,false,Comanche
822,Male,OH,0.4294,0.8594,0.6398,0.7303,0.5493,false,Navajo
823,Male,ID,0.467,0.6617,0.8581,0.0501,0.9261,true,American Indian
824,Male,WA,0.275,0.3876,0.7177,0.229,0.1905,false,Taiwanese
825,Female,FL,0.733,0.7549,0.0197,0.4405,0.4213,true,Blackfeet
826,Female,CO,0.8379,0.6552,0.2289,0.7481,0.5294,true,Ute
827,Female,SC,0.9433,0.6219,0.7421,0.0745,0.3304,false,Cambodian
828,Female,KS,0.5316,0.4685,0.009,0.6153,0.0682,true,Asian Indian
829,Female,CT,0.582,0.7561,0.1341,0.1544,0.8891,false,Kiowa
830,Male,MO,0.1815,0.9113,0.0158,0.8929,0.3878,false,Comanche
831,Female,OK,0.5748,0.0383,0.5506,0.6161,0.3251,false,American Indian and Alaska Native (AIAN)
832,Male,NY,0.8111,0.6414,0.8369,0.0383,0.1113,false,Guamanian
833,Male,CA,0.4818,0.1018,0.0467,0.7094,0.1498,false,Tlingit-Haida
834,Female,NY,0.0017,0.2476,0.9947,0.3894,0.8506,false,Honduran
835,Female,GA,0.7416,0.5912,0.049,0.4612,0.0762,false,Pueblo
836,Male,AZ,0.7904,0.5041,0.308,0.1938,0.6617,true,Eskimo
837,Female,SC,0.3458,0.7614,0.6701,0.5986,0.8185,true,Costa Rican
838,Male,NY,0.504,0.7043,0.637,0.736,0.7448,true,Korean
839,Female,NY,0.7249,0.5893,0.0389,0.291,0.7007,false,Polynesian
840,Female,AZ,0.9152,0.9197,0.1203,0.8896,0.5288,true,Aleut
841,Female,FL,0.1488,0.4225,0.0289,0.3928,0.0529,false,Ecuadorian
842,Female,IL,0.3831,0.8123,0.0806,0.6855,0.5828,true,Micronesian
843,Female,TX,0.4192,0.2036,0.1323,0.4648,0.8506,false,Osage
844,Female,WV,0.2739,0.3765,0.0105,0.1699,0.7764,false,Aleut
845,Male,FL,0.046,0.1813,0.6539,0.8029,0.7107,false,Melanesian
846,Male,TN,0.2088,0.5886,0.2888,0.5391,0.6788,true,Micronesian
847,Female,CA,0.1658,0.1392,0.6558,0.7138,0.6102,false,Delaware
848,Male,IL,0.5273,0.6155,0.651,0.1643,0.398,true,Tlingit-Haida
849,Female,NY,0.926,0.3103,0.144,0.2227,0.5055,true,Panamanian
850,Female,TX,0.798,0.2237,0.2315,0.99,0.1313,false,Paiute
851,Male,HI,0.0133,0.4405,0.5403,0.6691,0.5185,false,Korean
852,Female,CA,0.9522,0.9947,0.439,0.4322,0.0773,false,Bangladeshi
853,Female,MO,0.9185,0.4475,0.4966,0.9572,0.0429,true,Blackfeet
854,Female,ID,0.4149,0.1762,0.6706,0.9312,0.3324,true,Laotian
855,Female,OH,0.9369,0.8145,0.127,0.6037,0.5787,true,Guamanian
856,Female,NH,0.6337,0.6611,0.2993,0.9887,0.4278,false,Bangladeshi
857,Male,CA,0.5459,0.1538,0.4195,0.5028,0.3592,true,Spaniard
858,Male,CO,0.3589,0.8081,0.0971,0.3333,0.4455,false,South American
859,Female,MD,0.7391,0.0539,0.3085,0.0712,0.3301,false,Native Hawaiian and Other Pacific Islander (NHPI)
860,Male,MO,0.095,0.3078,0.4984,0.8255,0.9654,true,Thai
861,Female,TX,0.749,0.4591,0.6113,0.1612,0.6158,false,Yakama
862,Female,MD,0.654,0.9864,0.8152,0.2696,0.7812,false,Pakistani
863,Female,TX,0.282,0.859,0.5561,0.4022,0.4596,true,Central American
864,Female,DC,0.9228,0.1365,0.3232,0.6652,0.5836,true,Lumbee
865,Female,WA,0.5163,0.554,0.5384,0.3255,0.3925,false,Fijian
866,Female,LA,0.2607,0.4649,0.4085,0.2921,0.5638,false,Taiwanese
867,Female,CA,0.0343,0.7656,0.8558,0.8579,0.9246,false,Yaqui
868,Male,NY,0.9512,0.2834,0.369,0.2921,0.1386,false,Black or African American
869,Male,FL,0.3097,0.1732,0.5478,0.6794,0.7646,true,Laotian
870,Female,FL,0.9449,0.3673,0.6966,0.9174,0.3242,false,Guamanian
871,Female,MI,0.1498,0.7197,0.9313,0.6994,0.5517,true,Japanese
872,Female,WA,0.8477,0.0148,0.2141,0.0165,0.7968,false,Taiwanese
873,Female,IL,0.9135,0.5972,0.9004,0.8315,0.036,true,Chippewa
874,Female,PA,0.7018,0.2531,0.7903,0.1843,0.4581,true,Native Hawaiian
875,Female,PA,0.8154,0.0614,0.685,0.9853,0.597,true,Micronesian
876,Female,MI,0.2393,0.7395,0.4793,0.0539,0.2677,true,Yakama
877,Female,FL,0.0661,0.6215,0.8504,0.2778,0.0833,true,Salvadoran
878,Male,LA,0.1106,0.4458,0.3011,0.9687,0.581,false,Puerto Rican
879,Female,TX,0.2707,0.0166,0.0954,0.3151,0.4854,true,Sioux
880,Male,NV,0.1345,0.6611,0.7687,0.1466,0.0224,false,Chippewa
881,Male,OH,0.7204,0.4833,0.3112,0.2749,0.3589,true,Tongan
882,Male,ID,0.7121,0.2559,0.8876,0.1093,0.6052,true,Chinese
883,Male,KY,0.6844,0.7452,0.6727,0.2013,0.6369,true,Polynesian
884,Female,OH,0.3197,0.5792,0.0692,0.3104,0.6965,false,Cambodian
885,Male,MS,0.9958,0.7805,0.1984,0.6819,0.335,true,Japanese
886,Female,NC,0.7471,0.6428,0.6973,0.7158,0.6198,false,Houma
887,Female,OH,0.673,0.1046,0.3458,0.7669,0.6177,false,Salvadoran
888,Female,VA,0.5664,0.0491,0.7715,0.1735,0.8665,true,Crow
889,Female,CT,0.2874,0.1277,0.4224,0.0585,0.5234,false,Chickasaw
890,Female,FL,0.0074,0.7778,0.8365,0.8426,0.6569,true,Filipino
891,Male,MI,0.1722,0.3949,0.8176,0.0773,0.4836,false,Micronesian
892,Male,SC,0.6771,0.525,0.9072,0.9945,0.999,true,Sri Lankan
893,Male,TX,0.4049,0.1049,0.9194,0.6229,0.7302,false,Cuban
894,Male,NY,0.9577,0.8438,0.5677,0.2675,0.2058,true,Asian Indian
895,Female,IL,0.4933,0.8868,0.7226,0.5074,0.5801,false,American Indian and Alaska Native (AIAN)
896,Male,FL,0.472,0.5909,0.5287,0.2454,0.7142,false,Comanche
897,Female,LA,0.7757,0.1808,0.5899,0.6011,0.7648,true,Paraguayan
898,Female,WA,0.6812,0.7194,0.359,0.1159,0.4645,false,Menominee
899,Male,VA,0.8009,0.6496,0.3112,0.209,0.4784,true,Cambodian
900,Female,TX,0.9885,0.7427,0.9563,0.6539,0.4619,true,Cheyenne
901,Female,MO,0.3817,0.2612,0.4435,0.3228,0.4569,true,Panamanian
902,Male,GA,0.0424,0.1188,0.7649,0.5929,0.1089,true,Japanese
903,Female,CA,0.1906,0.4659,0.52,0.7783,0.5843,true,South American
904,Female,GA,0.926,0.2759,0.0612,0.9457,0.8353,false,American Indian and Alaska Native (AIAN)
905,Male,LA,0.9874,0.7476,0.5227,0.451,0.0891,true,Choctaw
906,Male,VA,0.934,0.5365,0.2928,0.4743,0.2122,false,Tlingit-Haida
907,Female,MI,0.7306,0.0168,0.3668,0.4762,0.2965,true,Mexican
908,Male,UT,0.9128,0.6046,0.5399,0.9912,0.1778,false,Potawatomi
909,Male,TN,0.6732,0.5724,0.6144,0.8038,0.0256,false,Yakama
910,Female,MN,0.3477,0.3808,0.7716,0.9818,0.9168,false,Nicaraguan
911,Male,CA,0.9889,0.4552,0.1062,0.7287,0.747,true,Mexican
912,Male,OH,0.1184,0.4906,0.2113,0.3678,0.5693,true,Iroquois
913,Female,NM,0.104,0.0458,0.4124,0.6033,0.9855,true,Kiowa
914,Female,VA,0.8167,0.1151,0.0976,0.5773,0.3174,false,Alaska Native
915,Female,MI,0.5892,0.4177,0.0293,0.7757,0.8301,true,Paiute
916,Male,NY,0.7196,0.8242,0.0198,0.0124,0.11,false,Costa Rican
917,Female,VA,0.4114,0.812,0.6058,0.2051,0.7641,false,Apache
918,Male,OH,0.2026,0.649,0.4112,0.2734,0.2705,false,Chippewa
919,Female,VA,0.129,0.4398,0.3488,0.619,0.9829,false,Dominican (Dominican Republic)
920,Male,FL,0.3482,0.6334,0.7036,0.9962,0.8665,false,Pakistani
921,Female,MI,0.66,0.2576,0.7428,0.0229,0.8325,true,Native Hawaiian and Other Pacific Islander (NHPI)
922,Female,NC,0.7324,0.9888,0.2061,0.7103,0.738,true,Sri Lankan
923,Male,NY,0.949,0.7057,0.3722,0.218,0.8118,true,Shoshone
924,Female,CO,0.2668,0.6012,0.2529,0.4521,0.2498,true,Spaniard
925,Male,FL,0.223,0.7475,0.4503,0.7824,0.6176,false,Paraguayan
926,Male,ND,0.8635,0.2242,0.9706,0.2111,0.02,true,Pima
927,Female,NY,0.2562,0.1321,0.8296,0.8542,0.5706,false,Navajo
928,Female,CA,0.7283,0.2296,0.3178,0.8617,0.2948,false,Aleut
929,Female,IN,0.1786,0.8506,0.0937,0.9113,0.4577,true,Yaqui
930,Male,NC,0.1455,0.1998,0.6489,0.7723,0.9543,true,Creek
931,Male,NC,0.9676,0.9915,0.8398,0.0341,0.3264,false,Honduran
932,Female,FL,0.0343,0.2796,0.8368,0.5162,0.9342,true,Micronesian
933,Female,CA,0.6954,0.3738,0.9928,0.2277,0.8558,false,Delaware
934,Male,IL,0.7317,0.6076,0.8358,0.2116,0.0339,true,Native Hawaiian
935,Male,IN,0.0225,0.9284,0.0924,0.6824,0.4845,true,Native Hawaiian and Other Pacific Islander (NHPI)
936,Male,TX,0.2767,0.4229,0.4915,0.7634,0.8624,true,Spaniard
937,Female,CA,0.2751,0.2717,0.9161,0.5657,0.907,false,Alaskan Athabascan
938,Male,CA,0.9829,0.8411,0.4309,0.3416,0.9674,false,Melanesian
939,Female,VA,0.1128,0.0656,0.9195,0.3307,0.5241,true,Bolivian
940,Female,NC,0.7763,0.585,0.7767,0.6067,0.4898,false,Ute
941,Female,FL,0.1632,0.8706,0.6847,0.1039,0.3802,true,Crow
942,Male,DC,0.1042,0.9705,0.8048,0.3432,0.5174,true,Kiowa
943,Male,CA,0.8075,0.1528,0.1915,0.1582,0.8906,false,Sri Lankan
944,Female,NJ,0.9148,0.1833,0.2036,0.2691,0.0325,false,Pueblo
945,Female,WV,0.6496,0.3565,0.5839,0.9172,0.4031,true,Yaqui
946,Male,PA,0.7941,0.083,0.4748,0.0482,0.895,false,Puerto Rican
947,Female,CT,0.4558,0.0836,0.6287,0.8817,0.2286,true,Sri Lankan
948,Male,NY,0.8137,0.6033,0.4647,0.8717,0.2444,true,Samoan
949,Female,NY,0.8936,0.09,0.9459,0.7205,0.0445,true,Uruguayan
950,Female,IN,0.199,0.8995,0.8096,0.8478,0.2316,false,Colombian
951,Female,PA,0.2453,0.4134,0.9473,0.0108,0.2789,false,Alaskan Athabascan
952,Female,FL,0.5885,0.6431,0.6007,0.8273,0.8353,false,Kiowa
953,Male,KY,0.0174,0.2427,0.3636,0.5975,0.0507,false,Eskimo
954,Female,TX,0.1568,0.0226,0.5464,0.9674,0.3209,false,Dominican (Dominican Republic)
955,Male,CA,0.847,0.0117,0.9883,0.4412,0.8881,false,Samoan
956,Female,WV,0.3853,0.897,0.111,0.0378,0.8051,false,Chickasaw
957,Male,CA,0.4601,0.6863,0.1695,0.6349,0.1912,false,Houma
958,Male,MI,0.7089,0.7258,0.2645,0.6371,0.1462,false,Seminole
959,Male,OH,0.7412,0.7052,0.0852,0.059,0.0924,false,Spaniard
960,Male,NY,0.5257,0.4416,0.1051,0.1054,0.4417,true,Thai
961,Male,AL,0.0708,0.9297,0.8199,0.1728,0.3696,false,Ute
962,Male,OH,0.4445,0.3181,0.1993,0.9493,0.9989,true,Melanesian
963,Male,FL,0.309,0.7161,0.4526,0.487,0.0997,false,Ottawa
964,Female,NY,0.6033,0.0895,0.7872,0.9592,0.3578,true,Laotian
965,Female,NY,0.963,0.0664,0.8574,0.4747,0.2866,true,Cree
966,Male,CO,0.7874,0.2856,0.2906,0.9799,0.3011,false,Samoan
967,Female,CA,0.5411,0.5921,0.5709,0.8463,0.8403,true,Cherokee
968,Female,DC,0.8915,0.692,0.9485,0.3989,0.8513,false,Crow
969,Female,CA,0.6478,0.9835,0.7039,0.4257,0.9592,false,Tlingit-Haida
970,Female,TX,0.7165,0.6649,0.7657,0.1426,0.977,true,Malaysian
971,Male,VA,0.0123,0.6186,0.6779,0.8905,0.9199,false,Yakama
972,Female,CA,0.2896,0.8898,0.8544,0.3679,0.9643,true,Chilean
973,Female,WA,0.5769,0.7659,0.4862,0.9058,0.4811,true,Apache
974,Female,CA,0.687,0.4586,0.0446,0.8346,0.3969,true,Chippewa
975,Male,TX,0.2539,0.9161,0.6368,0.2206,0.267,false,Chippewa
976,Male,CA,0.0138,0.9339,0.7361,0.7884,0.9116,true,Asian
977,Female,WA,0.1548,0.5645,0.8954,0.1683,0.5226,true,Japanese
978,Female,LA,0.4014,0.8215,0.1426,0.4731,0.8552,false,Houma
979,Female,FL,0.4129,0.2212,0.8821,0.6538,0.2931,false,Colville
980,Male,AK,0.1134,0.6512,0.995,0.8073,0.5368,true,Eskimo
981,Female,CT,0.7312,0.1089,0.6942,0.9807,0.1488,true,Nicaraguan
982,Female,UT,0.5551,0.5299,0.3933,0.8807,0.7771,false,Bolivian
983,Male,OR,0.9617,0.2206,0.6276,0.6096,0.6161,true,Delaware
984,Female,NC,0.4117,0.7136,0.9452,0.7152,0.7253,false,Kiowa
985,Female,NV,0.7675,0.9247,0.3123,0.5039,0.4597,false,Uruguayan
986,Male,NY,0.1477,0.8067,0.2518,0.0364,0.3523,false,Paraguayan
987,Male,CA,0.2194,0.6456,0.689,0.5217,0.5743,false,Alaska Native
988,Female,FL,0.479,0.6623,0.4025,0.5299,0.0017,true,Cherokee
989,Male,FL,0.442,0.0667,0.482,0.3345,0.7957,false,Creek
990,Female,NY,0.3271,0.0704,0.9166,0.0814,0.1816,false,Paiute
991,Male,IL,0.2532,0.4703,0.5656,0.7886,0.7887,false,Polynesian
992,Male,NC,0.8634,0.6067,0.0088,0.1899,0.9377,false,Guamanian
993,Female,FL,0.5741,0.7985,0.0811,0.6571,0.8552,false,Thai
994,Female,NC,0.8963,0.9297,0.1017,0.924,0.1289,true,Crow
995,Male,MS,0.7429,0.0454,0.6268,0.3309,0.3372,false,Native Hawaiian and Other Pacific Islander (NHPI)
996,Male,CA,0.6104,0.3248,0.0547,0.986,0.0403,true,Ecuadorian
997,Male,CA,0.9749,0.3211,0.0003,0.359,0.0165,true,Shoshone
998,Female,HI,0.0339,0.4099,0.4157,0.7311,0.6247,false,Yuman
999,Male,PA,0.7911,0.3174,0.2971,0.6395,0.309,false,Colville
1000,Male,FL,0.4328,0.7349,0.7621,0.4843,0.7356,false,Yuman
